,Unnamed: 0,기사요약
769,769,"지난 7일 충북 청주시 인권연대 숨 사무실에서 만난 인권활동가 이구원씨가 “인권 활동으로 세상을 바꾸고 싶다”면서 “최소한 나이 먹어도 꼰대는 되지 않으려 한다”면서 환히 웃고 있다하지만 그는 장애인 인권운동에 머물지 않는다그의 활동 공간인 ‘인권연대 숨’은 장애인 인권단체가 아니라 인권교육, 역사 현장 평화기행 사업, 회원 소모임 등을 작지만 알차게 진행하는, ‘아주 보통의’ 인권단체다장애인 인권뿐만이 아닌 보편적인 인간의 권리, 즉 인권운동을 하고 있다그는 “인권은 모든 인간이 가진 보편적인 권리이고 장애인, 비장애인을 분리하지는 않는다”면서 “개인의 특성 때문에 활동 공간이 달라질 필요는 없다고 본다”고 말했다이씨는 “인권에 대해 자연스럽게 배워 왔고, 내가 이미 인권을 침해받는 차별적 경험을 해왔음을 뒤늦게 자각한 것이 인권운동의 계기라면 계기일 것”이라고 말했다그럼에도 예컨대 전국장애인차별철폐연대(전장연)와 같은 장애인 인권운동 단체가 아닌 시민단체에서 활동하는 것은 다른 의미가 있을 법했다전장연의 20년에 걸친 활동이 있어서 장애인들의 일상이 많이 바뀔 수 있음을 안다”면서 “하지만 여전히 부족한 점이 있고 그것은 인권의 보편성에 대한 확장”이라고 말했다장애인은 장애인 단체에서 일해야 하는 것 아니냐는 인식 자체가 편견이자 차별적 시각이 될 수 있음을 깨닫게 해 준다”이씨는 “저상버스 인프라가 여전히 부족한 상황에서 실제로 이용하기에 불편함이 컸던 만큼 본격적인 인권운동을 하기 전까지는 저상버스를 확대하기보다는 장애인 콜택시 운영을 늘리는 것이 더 필요하지 않았나 생각했다”고 말했다하지만 그는 “저상버스는 장애인만이 아닌 유아차를 미는 부모, 거동이 불편한 어르신, 어린아이 등 비장애인을 포함한 모두의 이동권과 관련 있는 교통수단이라는 점을 깨닫게 됐다”며 인권의 보편성에 대한 시각이 넓어졌다고 덧붙였다(사진=이구원씨 제공)이씨는 “대학에 가기 전까지는 어떤 것도 스스로 선택한 삶이 없이 엄격한 규칙 속에서 종교적 생활을 해야 했다”면서 “비록 원했던 역사학과가 아닌 신학과를 가야 했지만 대학에서 선후배들과 어울리며 비로소 자유로움을 느꼈다”고 말했다‘저상버스 타고 쏘댕기기’를 비롯해 인권운동 분야에서 자신의 책임성을 더욱 높이는 활동을 하고 싶다는 희망과 함께 “같이 노력하는 사람들과 더불어 우리 사회에서 바꿀 수 있는 것은 바꾸기 위해 최대한 노력하고 싶다”고 강조했다"
770,770,"【창원=뉴시스】박오주 기자 = 창원시가 시내(마을)버스 노선체계 개편과 관련해 지속적인 사후 모니터링을 실시한 결과, 긍정적인 평가를 받았다고 3일 밝혔다"
771,771,"[아시아경제 최장준 기자] 당진군은 24일 시내버스 운행 횟수가 적어 주민불편이 생기는 노선에 공영버스를 운영한다고 밝혔다[관련기사]☞ 당진, 시 승격 속도 낸다☞ 일본에 퍼지는 당진의 '프리지어' 향기☞ 당진지역 낡은 농어촌 집 새 단장☞ 당진 농업기술 ‘쑥쑥’☞ 당진, 동부건설과 ‘수자원 재이용 협약’ 맺어[아시아경제 증권방송] - 종목 수익률 100% 따라하기최장준 기자 thispro@asiae"
772,772,가장 먼저 저상버스를 왜 도입했는지를 모르는 운전자가 대부분이라는 것이다고가임에도 저상버스를 도입하는 것은 노인이나 장애인 등 교통약자의 대중교통 이용을 편리하게 하기 위함이다그런데 저상버스가 제대로 역할을 하려면 보도에 가깝게 붙여 정차해야만 한다그러나 내가 승차했던 경주시의 모든 저상버스는 보도에서 멀찍이 떨어져 정차를 했다안내방송도 차내 안내표지판도 주의 깊게 듣거나 보지 않으면 어느 정류소인지 알 길이 없었다아직은 서울시의 버스가 제대로 움직인다고 하지만 이렇게 사소한 문제를 방치하다 보면 과거 불편과 민원의 대상이었던 서울버스로 돌아가지 않는다는 보장이 없을 것이다
773,773,"강일동↔강남역 시범운행…환승 없이 50분 도착 도심→외곽 운행시 무정차 공차회송버스도 도입  출·퇴근용 멤버십버스, 경기도와 공동 운영 검토 【서울=뉴시스】김종민 기자 = 서울시내에 외곽-도심을 잇는 간선급행버스, 도심→외곽 운행시 정류장에 서지 않고 운행하는 공차회송버스, 출·퇴근용 정기이용권을 끊어 이용할 수 있는 멤버십버스 등 새로운 방식의 버스가 시범 도입된다시는 강일동↔강남역 노선을 시범노선으로 선정해 올 하반기부터 운행하는 방안을 검토중이다이 노선은 오전 7∼9시 서울→파주간 승객에 비해 파주→서울간 승객이 8배 가량 많다한편 시는 가로변 정류소 5715곳 모두에 버스도착안내단말기를 설치하는 등 내년까지 중앙차로정류소 수준으로 개선한다지하철역과 멀리 떨어진 정류소 181곳을 100m 이내로 이전하는 작업도 진행한다"
774,774,"통합요금제 시행 4개월여만에 쾌적한 환승 버스정류소 설치[데일리안 경기 박익희 기자]불야성을 이루는 대중교통과 사무실에서는 무엇을 하고 있을까?대중교통을 이용하는 경기도민의 오랜 숙원사업으로 지난 7월 1일부터 시행된 수도권 통합요금제의 기대부응에 이어 경기도는 기존의 낡고 불편한 버스정류소 이미지를 벗어나 경기도와 시군의 정체성 있는 쉘터(버스정류소), 편안한 좌석, 실내조명, 노선 및 버스도착 안내(BIS) 등 쾌적하고 편리한 정류소를 개발, 경기도내에서 이용객과 환승객이 많은 108개의 주요환승 거점에 대한 정류소를 시설 개선키로 하고, 지난 16일 경기도버스운송조합을 통하여 환승버스 정류소시설개선사업 우선협상대상자를 선정하였다고 밝혔다일부지역을 제외하고는 노선별 안내표시만 제시하고 있고, 차가운 철재 의자, 조명 등 부속편의 시설이 부족할 뿐 만 아니라 어린이, 노인, 장애인 등 교통약자를 위한 편의시설이 거의 없는 실정이었으며 지역별 다양한 시설형태 등 사후관리가 되지 않아 낡고 불편한 이미지를 주는 버스정류소를 이용객 규모 등을 고려하여 버스정류소의 크기를 확대하고 실시간 버스도착정보 안내기(BIS단말기)와 점자안내판, 교통약자 전용 부속편의시설(어린이용 의자 등) 등 교통약자를 위한 편의시설을 설치하고 경기도와 시군의 정체성 있는 정류소 디자인을 개발 적용하여 경기도 주요환승거점 108개소 버스정류소로 시범개선하고 앞으로 간선급행버스체계구축(BRT) 구간의 버스정류소를 비롯하여 도내 시군의 버스정류소에도 설치를 권장할 계획이라고 밝혔다"
775,775,"32명의 휠체어 장애인들이 열린우리당 쪽으로 가는 122-1번 버스의 앞문으로 오르느라 안간힘을 쓰고 있었다이들은 지난달 20일 건설교통부가 내놓은 ‘교통약자의 이동편의 증진법(안)’에 대해 △저상버스 도입 등이 법적 효력을 갖지 못하는 권장사항이고 △국가차원의 계획없이 지방자치단체가 계획을 세우도록 돼 있으며 △시정청구권, 장애인이동정책위원회 등이 누락돼 있어 장애인의 실질적 참여가 불가능하다는 점 등을 들어 이 법안을 거부하기로 했다박경석 장애인이동권연대 대표는 △저상버스 도입 의무화 △교통수단 종류 확대 △이동권 보장 의무를 다하지 않은 지자체에 대한 강력한 법적 제재 등 실질적으로 장애인의 이동권을 보장할 수 있는 내용을 담은 법안을 장애인들이 직접 만들어 17대 국회에 의원 입법할 수 있도록 투쟁해 나갈 것이라고 밝혔다"
776,776,"익산시는 106개 노선 중 21개 노선에 대해서 시민의 대중교통 수요에 맞게 운행횟수를 조정하고 경유지를 변경하기로 했다고 6일 밝혔다시는 우선 7개 노선(11, 11-1, 15, 60, 65, 102, 103번)에 대해서 시민불편을 최소화하는 수준에서 운행횟수를 조정했다시는 이번 시내버스 노선개편으로 인해 시내버스를 이용하는 시민들의 혼란을 최소화하기 위해 익산시청 홈페이지(www변경된 시간표는 익산시청 콜센터(1577-0072)와 시내버스 공동관리위원회(851-3633)를 통해 확인할 수 있다"
777,777,"박재완 기획재정부 장관은 이날 열린 물가관계장관회의에 참석해 서울시의 대중교통요금 인상계획과 관련해 수차례 이견을 전달했지만 인상이 이뤄졌다며 언짢은 심경을 표현했다박재완 ""연쇄효과 우려""…서울시 ""他지자체 영향 없어"" 지하철 1호선 사고 책임 논란도     (서울=연합뉴스) 이정현 기자 = 서울시의 버스·지하철요금 150원 인상을 놓고 정부와 서울시가 정면 충돌했다박재완 기획재정부 장관은 3일 물가관계장관회의에서 ""서울의 교통요금 인상이 연초부터 물가 불안심리를 자극해 다른 지자체에 연쇄효과를 가져오지 않을까 염려된다""며 서울시의 대중교통 요금 인상계획을 비판했다서울시 교통요금 인상 비판하는 박재완박 장관은 서울시의 대중교통요금 인상계획을 강하게 비판하고 무임승차 손실ㆍ지하철 재투자  비용 등으로 국비를 요구한 것에 대해서는 수용하지 않을 계획임을 밝혔다"
778,778,"[앵커멘트]  북한산 국립공원에 무료로 운행되는 전기 셔틀버스가 도입됐습니다둘레길 탐방의 편의를 위해 시범 운행되는데 반응이 좋을 경우 확대될 예정입니다전기차이기 때문에 공해가 없는데다 무료로 운행되는 만큼 시민들에게 인기입니다[인터뷰:강길영, 국립공원 연수원] ""우이령길 둘레길에 전기버스가 개통되면서 탐방객들은 많이 늘어날 것으로 전망하고요"
779,779,"이러한 하드웨어적인 변화와 더불어 서울의 시내버스는 소프트웨어 격이라고 할 수 있는 '서비스의 질'에 있어서도 상당한 변화가 일어나고 있다최근의 서울 시내버스는 승객과 운송회사간 1: 1 의견 피드백이 가능하도록 많은 길을 열어두어, 시내버스 서비스의 질을 실질적으로 향상시키려고 노력하고 있다이용승객이 운송회사와 직접적으로 서울시내버스의 서비스 개선안을 제출하고 이를 반영하는 1:1 의견 피드백의 도입은 서울 시내버스 서비스를 가히 혁명적으로 바꾸어가고 있다승객이 직접적으로 서비스를 평가하고 이를 토대로 운송회사는 '더 나은 시내버스'가 되기 위한 노력을 펼치고 있다"
780,780,장애인과 노인들은 자립적으로 이동할 수 있도록 △지하철의 승강시설 확충 △버스의 승강계단 낮추기 △교통정보의 제공 △보도에 있는 턱 등 장애물 제거 등이 우선적으로 필요하다고 지적했다
781,781,지난해 9월 버스승객을 대상으로 한 조사결과를 토대로 특별 주문 제작된 차량이다도는 올해 937대의 고급화 버스를 우선 보급하는 것을 시작으로 내년부터 매년 700∼1000여대의 차량을 단계적으로 고급화시켜 오는 2013년까지 도내 7581대 시내버스를 모두 교체할 계획이다
782,782,경기도 관계자는 “기존의 낡고 불편한 시내버스의 고정적 이미지에서 벗어나 도민이 더욱 쾌적하고 안전하게 이용할 수 있는 시내버스 고급화 사업을 더욱 확대해서 버스이용자의 만족도가 크게 향상될 것”이라고 말했다
783,783,"그 드라마 &lt;우리들의 블루스&gt;가 꽤 화제가 됐다드라마 속 저 이야기도 그랬다천형 같은 돌봄의 굴레를 벗어나려 제주로 온 영옥에게 따뜻한 연하남 정준이 다가오지만 영옥은 냉소한다” 찾지 않는 영옥에게 분노한 영희가 제주로 찾아온다드라마는 희망을 그린다그를 지지하는 청년남성들이 장애인 시위에 가장 비판적이라는 조사결과도 있었다휠체어 타고 남대문시장에 액세서리를 납품하던 김순석이 제발 거리의 턱을 없애 달라며 목숨을 끊은 때가 1984년이다지하철 오이도역 리프트 추락 사망사고 뒤 장애인들이 “버스를 타자”며 이동권 투쟁에 나선 게 2001년이다장애인들이 분노한 이유다책임이 지대한 거대정당 대표가 오히려 장애인을 공격하다니 후안무치라는 말밖에 안 나온다드라마 속 영희가 사는 시설은 인간적이다장애인 활동가 출신 지인이 며칠 전 페이스북에 글을 올렸다당신들이 화낼 대상은 장애인이 아니다드라마 속 영옥의 가슴에 내려앉은 돌덩이를 생각하면 공감이 되고도 남는다장애인의 자립과 지역사회 통합돌봄이 결합되는 수밖에 없다드라마 속 영희는 ‘삼춘’들의 얼굴을 그려서 선물한다다른 발달장애인들과 함께 그림을 그린다중증장애인 일자리 시범사업에 참여했던 장애인 활동가 설요한씨가 실적 압박에 목숨을 끊은 때가 2019년이다실적과 효율 대신 권리중심 노동이라는 접근을 제기한 이유다수많은 사람의 삶을 파괴하곤 하는 금융산업 종사자들이 받는 엄청난 대가를 생각하면, 장애인의 권리중심 노동이 훨씬 가치있게 여겨진다자본에 봉사하지 않아도 노동은 이렇게 가치롭다우리의 삶과 노동이 더욱 존엄해진다"
